name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
"LAKMÉ Face It Compact, Marble, 9 g",beauty & health,Make-up,https://m.media-amazon.com/images/I/71Cmq6Lu5gL._AC_UL320_.jpg,https://www.amazon.in/LAKM%C3%89-RCCP100-Face-Compact-Marble/dp/B09C3PX6DY/ref=sr_1_49?qid=1679215166&s=beauty&sr=1-49,4.1,860,₹153,₹180
"Colorbar cosmetics Intensely Rich Kajal-Creatively, Black, 0.30 g",beauty & health,Make-up,https://m.media-amazon.com/images/I/41PxxbxOHZL._AC_UL320_.jpg,https://www.amazon.in/Colorbar-cosmetics-Intensely-Kajal-Creatively-Black/dp/B08J883DNC/ref=sr_1_50?qid=1679215166&s=beauty&sr=1-50,4.0,"3,778",₹110,₹170
"Swiss Beauty Bold Matte Lipliner Pencil Set | Long Stay | Smudge Free | Waterproof | Creamy Lip Liner Pencil| Multi Color,...",beauty & health,Make-up,https://m.media-amazon.com/images/I/61CQfI2uF8L._AC_UL320_.jpg,https://www.amazon.in/Swiss-Beauty-Matte-Lipliner-Shades/dp/B07Y3F85BV/ref=sr_1_51?qid=1679215166&s=beauty&sr=1-51,4.3,"8,304",₹497,₹799
"Lakme Eyebrow Pencil, Black, 2 g",beauty & health,Make-up,https://m.media-amazon.com/images/I/41F-aMjcWQL._AC_UL320_.jpg,https://www.amazon.in/Lakme-Eyebrow-Pencil-Black-1-2g/dp/B006LXBJ0K/ref=sr_1_52?qid=1679215166&s=beauty&sr=1-52,4.0,"7,531",₹68,₹75
"Just Herbs Ayurvedic Liquid Lipstick Kit Set of 5 with Long Lasting, Hydrating & Lightweight Lip Colour, Nudes & Browns - ...",beauty & health,Make-up,https://m.media-amazon.com/images/I/61dY-r53NML._AC_UL320_.jpg,https://www.amazon.in/Just-Herbs-Ayurvedic-Hydrating-Lightweight/dp/B09T6VSSR1/ref=sr_1_53?qid=1679215166&s=beauty&sr=1-53,4.0,"4,824",₹521,₹745
"Maybelline New York Eyeliner Glossy Finish, Intense Colour, Long-lasting, 36Hr wear, Lasting Drama Gel Eyeliner,2.5g Black",beauty & health,Make-up,https://m.media-amazon.com/images/I/61CTcbLlT1L._AC_UL320_.jpg,https://www.amazon.in/Maybelline-Lasting-Drama-Liner-Black/dp/B00K3U2DAM/ref=sr_1_54?qid=1679215166&s=beauty&sr=1-54,4.2,"16,282",₹405,₹599
"Lakmé 9 To 5 Flawless Matte Complexion Compact Powder, Melon, Absorbs Oil, Conceals & Gives Radiant Skin - All Day Matte F...",beauty & health,Make-up,https://m.media-amazon.com/images/I/61vyDZJ0jWL._AC_UL320_.jpg,https://www.amazon.in/Lakme-Flawless-Matte-Complexion-Compact/dp/B00GLPC218/ref=sr_1_55?qid=1679215166&s=beauty&sr=1-55,4.2,"7,158",₹490,₹525
"Jaquline USA Onestroke Super Black Kajal Twin Pack, Smudge Proof, Water Proof, Black, Matte Finish (Pack Of 2)",beauty & health,Make-up,https://m.media-amazon.com/images/I/71AAGeOSBbL._AC_UL320_.jpg,https://www.amazon.in/Jaquline-USA-Onestroke-Super-Smudge/dp/B08YP7BZVG/ref=sr_1_56?qid=1679215166&s=beauty&sr=1-56,3.9,"1,751",₹121,₹349
The Derma Co 2% Niacinamide Hydrating BB Cream with SPF 30 PA++ Enriched with 1% Hyaluronic Acid Complex & Aquaxyl™ - 30 g,beauty & health,Make-up,https://m.media-amazon.com/images/I/415E5hP0jwL._AC_UL320_.jpg,https://www.amazon.in/Derma-Co-Niacinamide-Hydrating-Hyaluronic/dp/B0BL86FRYG/ref=sr_1_57?qid=1679215166&s=beauty&sr=1-57,3.8,104,₹362,₹399
"LAKMÉ Eyeconic Kajal, 0.35g, Deep Black New Matte Finish",beauty & health,Make-up,https://m.media-amazon.com/images/I/41gcWWfLdHL._AC_UL320_.jpg,https://www.amazon.in/LAKM%C3%89-Eyeconic-Kajal-0-35g-Black/dp/B09L7QVYTZ/ref=sr_1_58?qid=1679215166&s=beauty&sr=1-58,4.3,816,₹159,₹190
"Wet n Wild Lipstick, Mocha (Matte)",beauty & health,Make-up,https://m.media-amazon.com/images/I/71cQXhsWPLL._AC_UL320_.jpg,https://www.amazon.in/Wet-Wild-Megalast-Catsuit-Lipstick/dp/B07258WM56/ref=sr_1_59?qid=1679215166&s=beauty&sr=1-59,4.4,"4,030",₹325,₹499
MyGlamm Super Serum BB Cream - 201 Pine - 15gm | BB Cream with SPF 50 & Hyaluronic Acid | 24 Hr Long Lasting & Hydrating,beauty & health,Make-up,https://m.media-amazon.com/images/I/51uEMxmkoEL._AC_UL320_.jpg,https://www.amazon.in/MyGlamm-Super-Serum-Cream-Hyaluronic/dp/B0BM9V1MNH/ref=sr_1_60?qid=1679215166&s=beauty&sr=1-60,4.2,323,₹174,₹249
"Pond's Natural Glow Face Powder, Pink Glow - 30G",beauty & health,Make-up,https://m.media-amazon.com/images/I/51WiGTY3boL._AC_UL320_.jpg,https://www.amazon.in/Ponds-Natural-Glow-Face-Powder/dp/B0B51XRWZR/ref=sr_1_61?qid=1679215166&s=beauty&sr=1-61,4.0,163,,₹125
"MINISO Synthetic Bristle Makeup Brush Set- Pink, 7 Piece",beauty & health,Make-up,https://m.media-amazon.com/images/I/61ghbk1H5pL._AC_UL320_.jpg,https://www.amazon.in/MINISO-Makeup-Brush-coral-orange/dp/B084L6JVFR/ref=sr_1_62?qid=1679215166&s=beauty&sr=1-62,4.2,"5,860",,₹260
"URBANMAC Blush Brush for Makeup, Foundation Brush for Face Blush Liquid Powder Foundation Blusher Brush for Blending Liqui...",beauty & health,Make-up,https://m.media-amazon.com/images/I/71VXtHIy5KL._AC_UL320_.jpg,https://www.amazon.in/URBANMAC-Foundation-Blending-Flawless-Cosmetics/dp/B0BBFGHHK6/ref=sr_1_63?qid=1679215166&s=beauty&sr=1-63,4.0,72,₹329,₹599
