name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
Godrej aer Matic Kit (Machine + 1 Refill) - Automatic Room Fresheners with Flexi Control Spray | Violet Valley Bloom | 220...,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/6121tV2hW9L._AC_UL320_.jpg,https://www.amazon.in/Godrej-Matic-Spray-Violet-Valley/dp/B07FPKJ7MP/ref=sr_1_25?qid=1679214443&s=kitchen&sr=1-25,4.1,"16,946",₹466,₹569.01
"Presto! Oxo-Biodegradable Garbage Bags, Large (24 x 32 inches) - 15 bags/roll (Pack of 6, Black)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71-2fEBGZDL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PYKVK/ref=sr_1_26?qid=1679214443&s=kitchen&sr=1-26,4.3,"26,857",₹349,₹480
Happilo 100% Natural Premium 200g Whole Cashews | Whole Crunchy Cashew | Premium Kaju nuts | Nutritious & Delicious | Glut...,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71tYPz++3+L._AC_UL320_.jpg,https://www.amazon.in/Happilo-100-Natural-Premium-Whole-Cashews/dp/B01LZ5DPXD/ref=sr_1_27?qid=1679214443&s=kitchen&sr=1-27,4.2,"13,919",₹199,₹335
beatXP Kitchen Scale Multipurpose Portable Electronic Digital Weighing Scale | Weight Machine With Back light LCD Display...,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61Is7sICRJL._AC_UL320_.jpg,https://www.amazon.in/beatXP-Multipurpose-Portable-Electronic-Weighing/dp/B0B61DSF17/ref=sr_1_28?qid=1679214443&s=kitchen&sr=1-28,3.7,"3,306",₹399,"₹1,999"
"Dettol Antiseptic Liquid for First Aid , Surface Disinfection and Personal Hygiene , 1000ml",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/51fFgtFBshL._AC_UL320_.jpg,https://www.amazon.in/Dettol-Antiseptic-Liquid-1-L/dp/B07B11V59H/ref=sr_1_29?qid=1679214443&s=kitchen&sr=1-29,4.6,"19,981",₹342,₹364
"Scotch Double Sided Heavy Duty Tape(1m holds 4.5Kgs) for indoor hanging applications (Photo frames, Mirrors, Key Holders, ...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/815GcGXjjFL._AC_UL320_.jpg,https://www.amazon.in/Scotch-Double-Foam-Tape-24/dp/B00N1U9AJS/ref=sr_1_30?qid=1679214443&s=kitchen&sr=1-30,3.9,"15,480",₹144,₹165
"Good knight Gold Flash, Mosquito Repellent Refill | 45ml each (Pack of 4)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71LtQCvMu4L._AC_UL320_.jpg,https://www.amazon.in/Good-knight-Gold-Flash-Repellent/dp/B07YX8M37J/ref=sr_1_31?qid=1679214443&s=kitchen&sr=1-31,4.3,"13,153",₹275,₹316
"Bajaj DX-6 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61qgKaW71mL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Majesty-1000-Watt-Iron-White/dp/B01C8P29N0/ref=sr_1_32?qid=1679214443&s=kitchen&sr=1-32,4.2,"24,394",₹625,"₹1,400"
"Maggi 2-Minute Masala Instant Noodles, 420 grams Pouch",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71duk+o9d1L._AC_UL320_.jpg,https://www.amazon.in/Maggi-Minutes-Noodles-Masala-420g/dp/B00U7GDO14/ref=sr_1_33?qid=1679214443&s=kitchen&sr=1-33,4.4,"6,591",,₹82
STRIFF Adjustable Laptop Tabletop Stand Patented Riser Ventilated Portable Foldable Compatible with MacBook Notebook Table...,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71Zf9uUp+GL._AC_UL320_.jpg,https://www.amazon.in/STRIFF-Adjustable-Patented-Ventilated-Compatible/dp/B07XCM6T4N/ref=sr_1_34?qid=1679214443&s=kitchen&sr=1-34,4.3,"26,553",₹389,"₹1,499"
"Scotch-Brite 2-in-1 Bucket Spin Mop (Green, 2 Refills), 4 Pcs",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/613iaMC20FL._AC_UL320_.jpg,https://www.amazon.in/Scotch-Brite-Bucket-Spin-Green-Refills/dp/B07LDKFM2Y/ref=sr_1_35?qid=1679214443&s=kitchen&sr=1-35,4.2,"38,204","₹1,075","₹1,500"
"Tosaa Dry Fruit Cutter, Slicer, Grinder, Chocolate Cutter and Butter Slicer with 3 in 1 Blade, Almonds, Cashews- Color May...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71rOXc3mL9L._AC_UL320_.jpg,https://www.amazon.in/Tosaa-Cutter-Slicer-Grinder-Chocolate/dp/B0B7XR3R8Y/ref=sr_1_36?qid=1679214443&s=kitchen&sr=1-36,3.6,484,₹90,₹199
